seller_id,sdr_id,sr_id,won_date,business_segment,lead_type,lead_behaviour_profile,business_type,first_contact_date,landing_page_id,origin,seller_acquisition_days,seller_days_withOlist,product_count,days_diff_estimated_delivered_avg,days_deliver_avg,hours_approve_avg,shipping_days_avg,review_score_avg,freight_value_avg,product_nunique,customer_nunique,order_nunique,total_sold,order_purchase_timestamp_mostrecent,order_delivered_customer_date_mostrecent,order_item_id_mostrecent,order_purchase_timestamp_first,order_delivered_customer_date_first,days_to_first_sale,won_month,contact_month
b0ec35adb04cfa85d3e0ff3f79c186a3,4b339f9567d060bcea4f5136b9f5949e,4ef15afb4b2723d8f3d81e51ec7afefe,2018-05-17,home_office_furniture,industry,eagle,manufacturer,2018-05-14,b76ef37428e6799c421989521c0e5077,unknown,3,103,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,5,5
120476eb7a04c149d14772edaf5d9bf2,b90f87164b5f8c2cfa5c8572834dbe3f,85fc447d336637ba1df43e793199fbc8,2018-06-25,construction_tools_house_garden,online_big,wolf,reseller,2017-08-01,3cd2a8301d5395f21cdd3094c9eaa2f4,paid_search,328,64,6,12.5,6.333333333333333,11.778564814814814,5.0,3.8333333333333335,25.138333333333332,4,4,4,2368.8,2018-08-10,2018-08-20,3.0,2018-07-14,2018-07-23,18.0,6,8
7df961ce758538004de6db0f5b9d7b6f,a8387c01a09e99ce014107505b92388c,2695de1affa7750089c0455f8ce27021,2018-04-17,home_decor,online_small,cat,reseller,2018-04-08,649b7b8b46b254497e92038d88f6ced8,social,9,134,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,4,4
21f3118106d69d16dfe7d5aaf37cb242,9749123c950bf8363ace42cb1c2d0815,4ef15afb4b2723d8f3d81e51ec7afefe,2018-07-30,car_accessories,online_big,"cat, wolf",reseller,2017-08-29,007f9098284a86ee80ddeb25d53e0af8,organic_search,335,29,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,7,8
94d76e96eedd976258cd3278ce56d5f2,56bf83c4bb35763a51c2baab501b4c67,4ef15afb4b2723d8f3d81e51ec7afefe,2018-02-07,construction_tools_house_garden,online_big,missing,manufacturer,2018-02-05,22c29808c4f815213303f8933030604c,organic_search,2,202,1,6.0,7.0,0.22694444444444445,5.0,5.0,68.56,1,1,1,385.61,2018-05-09,2018-05-16,1.0,2018-05-09,2018-05-16,90.0,2,2
b5e7d871b063f34de611e8b448e63f2e,56bf83c4bb35763a51c2baab501b4c67,6565aa9ce3178a5caf6171827af3a9ba,2018-02-26,health_beauty,offline,eagle,manufacturer,2018-02-19,b76ef37428e6799c421989521c0e5077,organic_search,7,183,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,2,2
04ed0495537199603d4930fc5c0dd026,09285259593c61296eef10c734121d5b,56bf83c4bb35763a51c2baab501b4c67,2018-04-27,audio_video_electronics,offline,cat,reseller,2018-03-28,e873d2cf0661d3eaf417b952c7147578,email,30,124,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,4,3
1f74801bb8b05750ce5e7597b685bd13,34d40cdaf94010a1d05b0d6212f9e909,2695de1affa7750089c0455f8ce27021,2018-06-18,food_supplement,offline,eagle,reseller,2018-05-26,22c29808c4f815213303f8933030604c,organic_search,23,72,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,6,5
bed6d1f6c4664ab8cf3abf3821727756,068066e24f0c643eb1d089c7dd20cd73,85fc447d336637ba1df43e793199fbc8,2018-03-22,construction_tools_house_garden,industry,shark,reseller,2018-02-26,241f79c7a8fe0270f4fb79fcbbcd17ad,paid_search,24,159,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,3,2
377bc18334c78dd2f1535ef22a3ad225,56bf83c4bb35763a51c2baab501b4c67,85fc447d336637ba1df43e793199fbc8,2018-03-07,car_accessories,online_big,cat,reseller,2018-02-07,3e3371f8470ce094c7c82c09b7bd59d9,unknown,28,174,1,12.0,9.0,0.17083333333333334,8.0,5.0,88.46,1,1,1,135.98,2018-08-18,2018-08-28,1.0,2018-08-18,2018-08-28,163.0,3,2
51fdd5d43db628fada4588f89aba3e8e,9d12ef1a7eca3ec58c545c678af7869c,de63de0d10a6012430098db33c679b0b,2018-04-11,car_accessories,offline,cat,reseller,2018-03-02,a7982125ff7aa3b2054c6e44f9d28522,organic_search,40,139,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,4,3
58f1a6197ed863543e0136bdedb3fce2,4b339f9567d060bcea4f5136b9f5949e,c638112b43f1d1b86dcabb0da720c901,2018-02-27,fashion_accessories,online_medium,eagle,reseller,2018-02-21,40dec9f3d5259a3d2dbcdab2114fae47,paid_search,6,182,45,14.348837209302326,9.883720930232558,10.99272839506173,6.674418604651163,4.155555555555556,23.793111111111106,11,44,44,6833.0,2018-08-18,2018-08-28,2.0,2018-05-10,2018-05-22,72.0,2,2
65febd49fd28ec955651299159b1f527,a8387c01a09e99ce014107505b92388c,d3d1e91a157ea7f90548eef82f1955e3,2018-03-19,household_utilities,online_big,missing,reseller,2018-03-08,f017be4dbf86243af5c1ebed0cff36a2,organic_search,11,162,40,12.473684210526315,6.605263157894737,7.732333333333332,5.7368421052631575,4.225,24.535999999999994,14,35,35,4319.699999999999,2018-08-22,2018-08-27,2.0,2018-04-17,2018-04-27,28.0,3,3
9b1585752613ec342d03bbab9997ec48,f42a2bd194f7802ab052a815c8de65b7,de63de0d10a6012430098db33c679b0b,2018-05-11,car_accessories,offline,cat,reseller,2018-05-09,22c29808c4f815213303f8933030604c,organic_search,2,110,3,5.333333333333333,7.666666666666667,39.18037037037037,5.333333333333333,3.6666666666666665,33.35333333333333,3,3,3,4248.98,2018-08-19,2018-08-22,1.0,2018-08-07,2018-08-22,87.0,5,5
cbf09e831b0c11f6f23ffb51004db972,068066e24f0c643eb1d089c7dd20cd73,de63de0d10a6012430098db33c679b0b,2018-04-10,household_utilities,online_top,cat,reseller,2018-04-06,22c29808c4f815213303f8933030604c,organic_search,4,140,10,12.5,4.7,4.122416666666666,3.3,4.4,28.020000000000003,4,10,10,1535.2000000000003,2018-08-21,2018-08-29,1.0,2018-05-03,2018-05-04,22.0,4,4
4f0d637c1197fd65405ebd755ac9f86b,56bf83c4bb35763a51c2baab501b4c67,de63de0d10a6012430098db33c679b0b,2018-03-12,health_beauty,online_medium,cat,reseller,2018-02-28,b6885f18d203a61176418c1fb3764815,paid_search,12,169,2,16.0,6.5,63.583749999999995,4.0,5.0,16.335,2,2,2,199.8,2018-06-20,2018-06-22,1.0,2018-05-30,2018-06-12,79.0,3,2
0691fc6052b1918d775ac6ff8275eb01,fdb16d3cbbeb5798f2f66c4096be026d,fbf4aef3f6915dc0c3c97d6812522f6a,2018-01-12,home_decor,online_medium,missing,manufacturer,2017-08-24,83ccc33d426eab8a3db70bd15aba46b8,social,141,229,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,1,8
d50f6d198921d51b24544738b29d2b0e,09285259593c61296eef10c734121d5b,85fc447d336637ba1df43e793199fbc8,2018-06-04,food_drink,industry,cat,manufacturer,2018-05-04,22c29808c4f815213303f8933030604c,referral,31,86,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,6,5
28fadc495e06e64b5d15d54959f2cee1,068066e24f0c643eb1d089c7dd20cd73,c638112b43f1d1b86dcabb0da720c901,2018-01-31,watches,online_top,missing,reseller,2017-09-23,007f9098284a86ee80ddeb25d53e0af8,paid_search,130,209,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,1,9
dbdd0ec73a4817971d962698f2fea022,068066e24f0c643eb1d089c7dd20cd73,fbf4aef3f6915dc0c3c97d6812522f6a,2018-02-02,health_beauty,online_big,missing,manufacturer,2018-01-24,5bc6da5f353093c37734eddd2eafc993,direct_traffic,9,208,16,16.25,12.1875,20.342760416666668,10.6875,4.375,111.92500000000001,3,16,16,6384.0,2018-08-19,2018-08-29,1.0,2018-04-30,2018-05-15,86.0,2,1
2aeedd049dc20e7171f43110fd0d6821,9d12ef1a7eca3ec58c545c678af7869c,495d4e95a8cf8bbf8b432b612a2aa328,2018-06-13,construction_tools_house_garden,industry,cat,reseller,2018-04-06,b76ef37428e6799c421989521c0e5077,unknown,68,76,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,6,4
6a60bd6a4afd5fc86b75b47ec502df7b,34d40cdaf94010a1d05b0d6212f9e909,de63de0d10a6012430098db33c679b0b,2018-05-16,health_beauty,online_small,cat,reseller,2018-05-05,5dc848e7dd9418dffe183215b8ff0bc1,paid_search,11,104,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,5,5
46bec94e1e0fc413b6adb1d1bd175477,b90f87164b5f8c2cfa5c8572834dbe3f,85fc447d336637ba1df43e793199fbc8,2018-05-25,food_supplement,online_small,eagle,manufacturer,2018-05-23,22c29808c4f815213303f8933030604c,paid_search,2,95,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,5,5
73df8d9e8f8c54d0d42feb9bf58c718c,de63de0d10a6012430098db33c679b0b,d3d1e91a157ea7f90548eef82f1955e3,2018-06-05,home_office_furniture,online_medium,missing,manufacturer,2018-01-30,b76ef37428e6799c421989521c0e5077,unknown,126,84,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,6,1
dd22fbe4df5d84be25176054640b696d,f42a2bd194f7802ab052a815c8de65b7,fbf4aef3f6915dc0c3c97d6812522f6a,2018-06-11,food_drink,industry,cat,manufacturer,2018-05-24,22c29808c4f815213303f8933030604c,organic_search,18,79,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,6,5
2aa8585964d74f71e334a6c3de2ddc27,4b339f9567d060bcea4f5136b9f5949e,4ef15afb4b2723d8f3d81e51ec7afefe,2018-02-05,fashion_accessories,online_small,missing,reseller,2018-01-31,b76ef37428e6799c421989521c0e5077,unknown,5,204,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,2,1
6cd5309bfee39493f71de0350e837b3d,de63de0d10a6012430098db33c679b0b,c638112b43f1d1b86dcabb0da720c901,2018-02-15,car_accessories,offline,cat,reseller,2018-02-09,40dec9f3d5259a3d2dbcdab2114fae47,paid_search,6,194,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,2,2
caa9bc43a9fe8cf9c564ddd8a03cc4a6,9d12ef1a7eca3ec58c545c678af7869c,4ef15afb4b2723d8f3d81e51ec7afefe,2018-03-28,toys,online_medium,cat,reseller,2018-03-27,b76ef37428e6799c421989521c0e5077,unknown,1,153,13,11.153846153846153,7.538461538461538,16.054487179487182,4.846153846153846,4.6923076923076925,16.293076923076924,5,12,12,758.88,2018-08-27,2018-08-30,2.0,2018-04-16,2018-04-19,18.0,3,3
fe87f472055fbcf1d7e691c00b1560dc,56bf83c4bb35763a51c2baab501b4c67,495d4e95a8cf8bbf8b432b612a2aa328,2018-01-23,home_decor,online_medium,missing,reseller,2018-01-18,73f31a40697cc90a86c1273563ac230e,other,5,218,6,2.0,5.5,7.529398148148148,2.1666666666666665,4.5,21.69333333333333,4,6,6,1085.8,2018-08-19,2018-09-04,1.0,2018-05-07,2018-05-09,104.0,1,1
da4d149c0ddbac90557103ac0a0ec356,068066e24f0c643eb1d089c7dd20cd73,6565aa9ce3178a5caf6171827af3a9ba,2018-01-11,sports_leisure,online_medium,missing,reseller,2018-01-07,40dec9f3d5259a3d2dbcdab2114fae47,organic_search,4,229,1,,,2.9633333333333334,,3.0,45.98,1,1,1,730.0,2018-08-20,,1.0,2018-08-20,,220.0,1,1
4dd7866cf496e0c2fcfc93a4589dc1be,a8387c01a09e99ce014107505b92388c,2695de1affa7750089c0455f8ce27021,2018-04-27,fashion_accessories,online_medium,cat,missing,2018-04-10,b76ef37428e6799c421989521c0e5077,paid_search,17,124,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,4,4
bc2579cde838eb0fa8477f7efb1298d1,34d40cdaf94010a1d05b0d6212f9e909,068066e24f0c643eb1d089c7dd20cd73,2018-05-10,household_utilities,offline,cat,reseller,2018-05-10,b76ef37428e6799c421989521c0e5077,direct_traffic,0,110,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,5,5
693660429f9dc4ff704eb3d88dad54d7,4b339f9567d060bcea4f5136b9f5949e,6565aa9ce3178a5caf6171827af3a9ba,2018-05-25,audio_video_electronics,online_medium,wolf,reseller,2018-03-12,88740e65d5d6b056e0cda098e1ea6313,social,74,95,2,16.0,3.5,17.320833333333333,2.0,4.0,12.059999999999999,1,2,2,124.0,2018-07-23,2018-07-27,1.0,2018-07-22,2018-07-25,57.0,5,3
7d7866a99a8656a42c7ff6352a433410,34d40cdaf94010a1d05b0d6212f9e909,068066e24f0c643eb1d089c7dd20cd73,2018-05-30,household_utilities,offline,cat,reseller,2018-05-10,ce1a65abd0973638f1c887a6efcfa82d,organic_search,20,90,5,7.2,4.6,16.153777777777776,3.2,4.4,11.898000000000001,4,5,5,147.89,2018-08-29,2018-08-30,1.0,2018-07-03,2018-07-09,34.0,5,5
657969cca82e884d272385ec0ef06edd,fdb16d3cbbeb5798f2f66c4096be026d,060c0a26f19f4d66b42e0d8796688490,2018-02-08,fashion_accessories,industry,missing,reseller,2018-01-26,88740e65d5d6b056e0cda098e1ea6313,social,13,201,3,23.333333333333332,7.333333333333333,41.84314814814815,4.666666666666667,4.666666666666667,17.28666666666667,3,3,3,139.7,2018-07-31,2018-08-09,1.0,2018-05-01,2018-05-09,81.0,2,1
b7140ce94c4514bf136a2c3f98e0476c,b90f87164b5f8c2cfa5c8572834dbe3f,d3d1e91a157ea7f90548eef82f1955e3,2018-07-31,audio_video_electronics,online_small,cat,reseller,2018-03-28,ee40ded7dc801923f81ab6dbbf6e5417,unknown,125,28,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,7,3
a50397ac35dc51ce40c4c3117828e4ec,4b339f9567d060bcea4f5136b9f5949e,fbf4aef3f6915dc0c3c97d6812522f6a,2018-03-28,audio_video_electronics,industry,eagle,reseller,2018-03-27,b76ef37428e6799c421989521c0e5077,paid_search,1,153,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,3,3
d65d93b215feab3f997441e1e0a98ca5,a8387c01a09e99ce014107505b92388c,068066e24f0c643eb1d089c7dd20cd73,2018-05-14,computers,offline,cat,reseller,2018-04-04,241f79c7a8fe0270f4fb79fcbbcd17ad,paid_search,40,106,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,5,4
dda37071807e404c5bb2a1590c66326f,4b339f9567d060bcea4f5136b9f5949e,4ef15afb4b2723d8f3d81e51ec7afefe,2018-03-26,bags_backpacks,online_small,eagle,manufacturer,2018-03-16,b6885f18d203a61176418c1fb3764815,paid_search,10,155,1,3.0,16.0,8.818055555555556,15.0,5.0,19.28,1,1,1,199.99,2018-04-24,2018-05-10,1.0,2018-04-24,2018-05-10,28.0,3,3
85be0b7181c48c393007b0002fdec79c,0cdad77786224a7cefea567b8c75c3c1,6565aa9ce3178a5caf6171827af3a9ba,2018-04-30,construction_tools_house_garden,online_medium,cat,reseller,2018-03-23,b76ef37428e6799c421989521c0e5077,unknown,38,120,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,4,3
671585f5a2af58b6e276bc01003c0d2b,4b339f9567d060bcea4f5136b9f5949e,4ef15afb4b2723d8f3d81e51ec7afefe,2018-06-19,household_utilities,online_medium,missing,manufacturer,2018-01-07,88740e65d5d6b056e0cda098e1ea6313,social,163,70,27,12.962962962962964,5.148148148148148,12.04616255144033,3.740740740740741,4.703703703703703,16.596666666666668,5,27,27,1244.0,2018-08-25,2018-08-30,1.0,2018-07-27,2018-08-03,38.0,6,1
4a1f694197d05fe70026b016a7316b41,de63de0d10a6012430098db33c679b0b,4ef15afb4b2723d8f3d81e51ec7afefe,2018-02-02,home_decor,online_medium,missing,reseller,2018-01-10,ce1a65abd0973638f1c887a6efcfa82d,paid_search,23,208,23,13.73913043478261,10.478260869565217,6.248442028985506,8.391304347826088,4.391304347826087,16.1295652173913,12,14,14,907.7700000000001,2018-08-12,2018-08-18,3.0,2018-02-17,2018-03-12,14.0,2,1
3d3ccf2b2f8134b10dce9dd446f0e075,f42a2bd194f7802ab052a815c8de65b7,2695de1affa7750089c0455f8ce27021,2018-04-25,home_decor,online_medium,cat,reseller,2018-04-19,40dec9f3d5259a3d2dbcdab2114fae47,paid_search,6,125,3,3.6666666666666665,16.333333333333332,16.348981481481484,13.333333333333334,3.3333333333333335,47.31,3,3,3,608.6,2018-08-10,2018-08-17,1.0,2018-06-20,2018-06-25,56.0,4,4
2cb6eb1b7185064167657fa09f541105,068066e24f0c643eb1d089c7dd20cd73,fbf4aef3f6915dc0c3c97d6812522f6a,2018-01-15,home_decor,online_medium,missing,manufacturer,2018-01-08,40dec9f3d5259a3d2dbcdab2114fae47,paid_search,7,225,8,12.25,8.25,4.913090277777777,5.0,4.25,23.374999999999996,6,6,6,1415.7,2018-08-03,2018-08-09,2.0,2018-02-20,2018-03-01,36.0,1,1
964cb238d75d1e6c6e1f88adcdf14f42,a8387c01a09e99ce014107505b92388c,060c0a26f19f4d66b42e0d8796688490,2018-03-07,construction_tools_house_garden,online_medium,cat,manufacturer,2018-03-06,ce1a65abd0973638f1c887a6efcfa82d,paid_search,1,175,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,3,3
167bde8a09cb3196874f3f7e2753a98d,fdb16d3cbbeb5798f2f66c4096be026d,9ae085775a198122c5586fa830ff7f2b,2018-01-29,toys,industry,missing,manufacturer,2018-01-07,22c29808c4f815213303f8933030604c,organic_search,22,211,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,1,1
c84592044b180dec206770c38603814b,fdb16d3cbbeb5798f2f66c4096be026d,4ef15afb4b2723d8f3d81e51ec7afefe,2018-01-30,audio_video_electronics,online_medium,missing,reseller,2018-01-15,22c29808c4f815213303f8933030604c,unknown,15,210,15,12.285714285714286,12.571428571428571,7.9752777777777775,10.071428571428571,4.2,14.950666666666661,5,15,15,511.94000000000005,2018-05-22,2018-06-05,1.0,2018-02-28,2018-03-15,28.0,1,1
c3e1abd72a42fe690fcd89cf5720fe29,9d12ef1a7eca3ec58c545c678af7869c,d3d1e91a157ea7f90548eef82f1955e3,2018-04-27,pet,online_big,eagle,reseller,2018-04-16,22c29808c4f815213303f8933030604c,organic_search,11,124,13,10.384615384615385,3.923076923076923,25.55991452991453,2.769230769230769,4.461538461538462,12.997692307692308,5,13,13,1798.6100000000001,2018-08-13,2018-08-18,1.0,2018-05-22,2018-05-24,25.0,4,4
4d0041cdbe51b4617d95c70b19decc74,068066e24f0c643eb1d089c7dd20cd73,85fc447d336637ba1df43e793199fbc8,2018-04-20,car_accessories,industry,eagle,reseller,2018-04-20,358adb2fee9a122549618e46925a00a5,organic_search,0,130,8,9.5,6.75,1.027951388888889,5.25,4.5,28.78625,6,8,8,5235.199999999999,2018-07-31,2018-08-04,1.0,2018-05-10,2018-05-19,20.0,4,4
4e0bb097aa0fb4e2f9a146b77698427a,4b339f9567d060bcea4f5136b9f5949e,495d4e95a8cf8bbf8b432b612a2aa328,2018-01-19,car_accessories,offline,missing,reseller,2018-01-10,b76ef37428e6799c421989521c0e5077,direct_traffic,9,222,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,1,1
77e81c45f03c23a7b43dbb0bdd905dff,de63de0d10a6012430098db33c679b0b,fbf4aef3f6915dc0c3c97d6812522f6a,2018-01-12,health_beauty,online_small,missing,manufacturer,2018-01-08,241f79c7a8fe0270f4fb79fcbbcd17ad,direct_traffic,4,229,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,1,1
2fa13c8bd5705d279f7ed5cc9ec61c68,fdb16d3cbbeb5798f2f66c4096be026d,fbf4aef3f6915dc0c3c97d6812522f6a,2018-01-18,health_beauty,online_medium,missing,reseller,2018-01-12,b76ef37428e6799c421989521c0e5077,unknown,6,223,4,9.0,4.5,2.015,3.5,5.0,15.325,2,2,2,87.4,2018-07-10,2018-07-16,3.0,2018-04-20,2018-04-23,92.0,1,1
9e54d45e5f30ed4f296bd25d4edada20,4b339f9567d060bcea4f5136b9f5949e,4ef15afb4b2723d8f3d81e51ec7afefe,2018-04-04,music_instruments,online_small,wolf,reseller,2018-03-12,22c29808c4f815213303f8933030604c,organic_search,23,146,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,4,3
596d3b6f78d5a703bfce24b801d2fbdb,4b339f9567d060bcea4f5136b9f5949e,de63de0d10a6012430098db33c679b0b,2018-06-26,health_beauty,industry,wolf,reseller,2018-03-05,22c29808c4f815213303f8933030604c,organic_search,113,63,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,6,3
18e694e0e48ed6f7aa3f24aade5fd697,4b339f9567d060bcea4f5136b9f5949e,d3d1e91a157ea7f90548eef82f1955e3,2018-03-27,computers,online_medium,wolf,reseller,2018-03-02,b76ef37428e6799c421989521c0e5077,unknown,25,155,34,12.411764705882353,5.470588235294118,10.15798202614379,4.029411764705882,4.676470588235294,14.830294117647062,4,31,31,701.5399999999997,2018-08-26,2018-08-30,3.0,2018-06-05,2018-06-11,70.0,3,3
667ee4b0aece58908fae3fd1649b7e6c,9d12ef1a7eca3ec58c545c678af7869c,495d4e95a8cf8bbf8b432b612a2aa328,2018-04-30,handcrafted,online_medium,eagle,missing,2018-04-05,22c29808c4f815213303f8933030604c,display,25,121,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,4,4
fd435faa3c0422b60440ea3480d0e77c,9749123c950bf8363ace42cb1c2d0815,d3d1e91a157ea7f90548eef82f1955e3,2018-07-26,music_instruments,online_big,eagle,reseller,2018-03-22,b76ef37428e6799c421989521c0e5077,unknown,126,33,1,13.0,9.0,6.580277777777778,7.0,5.0,133.87,1,1,1,749.0,2018-08-20,2018-08-29,1.0,2018-08-20,2018-08-29,24.0,7,3
7816cd9c5b1238e320545f5bf7eb80e8,b90f87164b5f8c2cfa5c8572834dbe3f,4ef15afb4b2723d8f3d81e51ec7afefe,2018-05-14,construction_tools_house_garden,online_big,cat,reseller,2018-05-09,22c29808c4f815213303f8933030604c,organic_search,5,106,1,13.0,10.0,0.47944444444444445,10.0,4.0,22.76,1,1,1,489.0,2018-05-24,2018-06-04,1.0,2018-05-24,2018-06-04,10.0,5,5
713a71465d58d5315a36788861dfec4a,fdb16d3cbbeb5798f2f66c4096be026d,495d4e95a8cf8bbf8b432b612a2aa328,2018-01-22,stationery,industry,missing,reseller,2018-01-05,b217afa2c1f4cb502423005639878f6d,paid_search,17,218,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,1,1
4d54524ebf3e26769edc397a2eb26462,4b339f9567d060bcea4f5136b9f5949e,4ef15afb4b2723d8f3d81e51ec7afefe,2018-05-18,computers,online_top,cat,reseller,2018-05-15,22c29808c4f815213303f8933030604c,paid_search,3,103,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,5,5
8dc50970bc5ef0bf96e6dc401caf0c1c,9d12ef1a7eca3ec58c545c678af7869c,4ef15afb4b2723d8f3d81e51ec7afefe,2018-05-23,home_office_furniture,online_medium,eagle,reseller,2018-05-07,a7982125ff7aa3b2054c6e44f9d28522,display,16,97,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,5,5
c963a25b8671419c6ce9eebe8fd03218,0cdad77786224a7cefea567b8c75c3c1,c638112b43f1d1b86dcabb0da720c901,2018-03-13,home_decor,online_medium,cat,manufacturer,2018-03-04,40dec9f3d5259a3d2dbcdab2114fae47,paid_search,9,168,1,14.0,6.0,2.4225,5.0,5.0,19.32,1,1,1,49.0,2018-05-01,2018-05-07,1.0,2018-05-01,2018-05-07,48.0,3,3
2aafae69bf4c41fbd94053d9413e87ee,068066e24f0c643eb1d089c7dd20cd73,fbf4aef3f6915dc0c3c97d6812522f6a,2018-04-19,stationery,online_medium,cat,manufacturer,2018-04-03,58326e62183c14b0c03085c33b9fdc44,social,16,132,2,26.5,8.0,16.14944444444444,5.0,4.5,14.934999999999999,2,2,2,94.0,2018-07-24,2018-07-30,1.0,2018-05-24,2018-06-05,35.0,4,4
3c6b1149911003e599410f60c7735bc6,9e4d1098a3b0f5da39b0bc48f9876645,4ef15afb4b2723d8f3d81e51ec7afefe,2018-02-28,audio_video_electronics,online_medium,cat,reseller,2018-02-06,73f31a40697cc90a86c1273563ac230e,organic_search,22,181,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,2,2
9ebf0ac03992f6240c8339820ed03581,b90f87164b5f8c2cfa5c8572834dbe3f,2695de1affa7750089c0455f8ce27021,2018-08-02,small_appliances,online_big,"cat, wolf",reseller,2017-11-21,b76ef37428e6799c421989521c0e5077,unknown,254,26,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,8,11
65d5e688c5bba88c62953b3a97264d54,9d12ef1a7eca3ec58c545c678af7869c,d3d1e91a157ea7f90548eef82f1955e3,2018-04-18,home_office_furniture,offline,cat,manufacturer,2018-04-10,22c29808c4f815213303f8933030604c,organic_search,8,132,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,4,4
013d100f608a64ec8275c038aedeb064,a8387c01a09e99ce014107505b92388c,495d4e95a8cf8bbf8b432b612a2aa328,2018-04-06,food_supplement,online_top,missing,reseller,2018-01-22,22c29808c4f815213303f8933030604c,organic_search,74,145,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,4,1
d66c11a9572221d92fbb8c4897db5f9b,a8387c01a09e99ce014107505b92388c,4ef15afb4b2723d8f3d81e51ec7afefe,2018-04-14,household_utilities,industry,cat,manufacturer,2018-04-08,22c29808c4f815213303f8933030604c,direct_traffic,6,137,16,10.25,7.9375,8.999513888888888,6.3125,4.5625,24.23875,9,16,16,776.5600000000002,2018-08-22,2018-08-28,1.0,2018-06-23,2018-07-03,70.0,4,4
77d0bfeb12a6711682cc61a508f87313,f42a2bd194f7802ab052a815c8de65b7,85fc447d336637ba1df43e793199fbc8,2018-05-23,health_beauty,online_beginner,cat,reseller,2018-05-17,b76ef37428e6799c421989521c0e5077,unknown,6,98,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,5,5
01fd077212124329bac32490e8ef80d9,09285259593c61296eef10c734121d5b,85fc447d336637ba1df43e793199fbc8,2018-03-28,household_utilities,online_medium,cat,reseller,2018-03-28,b76ef37428e6799c421989521c0e5077,unknown,0,153,39,10.948717948717949,7.666666666666667,8.462471509971506,6.358974358974359,4.3076923076923075,14.752820512820518,12,31,31,1208.0,2018-08-24,2018-08-30,6.0,2018-04-16,2018-04-23,18.0,3,3
c0199604c0ca0863cd20b95aadd24427,4b339f9567d060bcea4f5136b9f5949e,85fc447d336637ba1df43e793199fbc8,2018-04-06,phone_mobile,online_medium,eagle,reseller,2018-04-05,0218f6be0b76aca72ab4d00ee9e8cf10,organic_search,1,144,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,4,4
7461606ae81596a71b8a98fd0f2460b2,9d12ef1a7eca3ec58c545c678af7869c,56bf83c4bb35763a51c2baab501b4c67,2018-05-25,home_office_furniture,offline,cat,reseller,2018-05-25,b76ef37428e6799c421989521c0e5077,unknown,0,95,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,5,5
9d213f303afae4983637247556438ede,34d40cdaf94010a1d05b0d6212f9e909,a8387c01a09e99ce014107505b92388c,2018-05-11,bed_bath_table,online_big,cat,reseller,2018-04-13,35c9b150ab36fe584c1f24fd458c453a,paid_search,28,110,3,11.333333333333334,6.333333333333333,7.3337962962962955,4.666666666666667,5.0,24.37,2,2,2,47.7,2018-07-24,2018-07-31,2.0,2018-07-14,2018-07-20,63.0,5,4
